year,state_fips,state_name,estimate
1982,41,Oregon,2664922
1983,41,Oregon,2653066
1984,41,Oregon,2666588
1985,41,Oregon,2672652
1986,41,Oregon,2683528
1987,41,Oregon,2700991
1988,41,Oregon,2741297
1989,41,Oregon,2790575
1990,41,Oregon,2858547
1991,41,Oregon,2918745
1992,41,Oregon,2973934
1993,41,Oregon,3034490
1994,41,Oregon,3087142
1995,41,Oregon,3141421
1996,41,Oregon,3195087
1997,41,Oregon,3243254
1998,41,Oregon,3282055
1999,41,Oregon,3316154
2000,41,Oregon,3429708
2001,41,Oregon,3467937
2002,41,Oregon,3513424
2003,41,Oregon,3547376
2004,41,Oregon,3569463
2005,41,Oregon,3613202
2006,41,Oregon,3670883
2007,41,Oregon,3722417
2008,41,Oregon,3768748
2009,41,Oregon,3808600
2010,41,Oregon,3837614
2011,41,Oregon,3872672
2012,41,Oregon,3900102
2013,41,Oregon,3924110
2014,41,Oregon,3965447
2015,41,Oregon,4018542
2016,41,Oregon,4093271
2017,41,Oregon,4147294
2018,41,Oregon,4183538
2019,41,Oregon,4216116
2020,41,Oregon,4244795
2021,41,Oregon,4256301
2022,41,Oregon,4240137
1970,42,Pennsylvania,11800766
1971,42,Pennsylvania,11886402
1972,42,Pennsylvania,11908236
1973,42,Pennsylvania,11890529
1974,42,Pennsylvania,11870888
1975,42,Pennsylvania,11906097
1976,42,Pennsylvania,11897382
1977,42,Pennsylvania,11893595
1978,42,Pennsylvania,11879399
1979,42,Pennsylvania,11887979
1980,42,Pennsylvania,11863895
1981,42,Pennsylvania,11858567
1982,42,Pennsylvania,11845146
1983,42,Pennsylvania,11837723
1984,42,Pennsylvania,11815172
1985,42,Pennsylvania,11770862
1986,42,Pennsylvania,11782752
1987,42,Pennsylvania,11810866
1988,42,Pennsylvania,11845752
1989,42,Pennsylvania,11865996
1990,42,Pennsylvania,11895604
1991,42,Pennsylvania,11943160
1992,42,Pennsylvania,11980819
1993,42,Pennsylvania,12022128
1994,42,Pennsylvania,12042545
1995,42,Pennsylvania,12044780
1996,42,Pennsylvania,12038008
1997,42,Pennsylvania,12015888
1998,42,Pennsylvania,12002329
1999,42,Pennsylvania,11994016
2000,42,Pennsylvania,12284173
2001,42,Pennsylvania,12298970
2002,42,Pennsylvania,12331031
2003,42,Pennsylvania,12374658
2004,42,Pennsylvania,12410722
2005,42,Pennsylvania,12449990
2006,42,Pennsylvania,12510809
2007,42,Pennsylvania,12563937
2008,42,Pennsylvania,12612285
2009,42,Pennsylvania,12666858
2010,42,Pennsylvania,12711406
2011,42,Pennsylvania,12747052
2012,42,Pennsylvania,12769123
2013,42,Pennsylvania,12779538
2014,42,Pennsylvania,12792392
2015,42,Pennsylvania,12789838
2016,42,Pennsylvania,12788468
2017,42,Pennsylvania,12794679
2018,42,Pennsylvania,12809107
2019,42,Pennsylvania,12798883
2020,42,Pennsylvania,12994440
2021,42,Pennsylvania,13012059
2022,42,Pennsylvania,12972008
1970,44,Rhode Island,949723
1971,44,Rhode Island,963106
1972,44,Rhode Island,974791
1973,44,Rhode Island,975738
1974,44,Rhode Island,950613
1975,44,Rhode Island,942788
1976,44,Rhode Island,946087
1977,44,Rhode Island,950231
1978,44,Rhode Island,951816
1979,44,Rhode Island,950381
1980,44,Rhode Island,947154
1981,44,Rhode Island,953013
1982,44,Rhode Island,954170
1983,44,Rhode Island,956382
1984,44,Rhode Island,961894
1985,44,Rhode Island,968955
1986,44,Rhode Island,977341
1987,44,Rhode Island,989604
1988,44,Rhode Island,996408
1989,44,Rhode Island,1000666
1990,44,Rhode Island,1004649
1991,44,Rhode Island,1003990
1992,44,Rhode Island,1000571
1993,44,Rhode Island,997852
1994,44,Rhode Island,993412
1995,44,Rhode Island,989203
1996,44,Rhode Island,987858
1997,44,Rhode Island,986966
1998,44,Rhode Island,987704
1999,44,Rhode Island,990819
2000,44,Rhode Island,1050268
2001,44,Rhode Island,1057142
2002,44,Rhode Island,1065995
2003,44,Rhode Island,1071342
2004,44,Rhode Island,1074579
2005,44,Rhode Island,1067916
2006,44,Rhode Island,1063096
2007,44,Rhode Island,1057315
2008,44,Rhode Island,1055003
2009,44,Rhode Island,1053646
2010,44,Rhode Island,1053994
2011,44,Rhode Island,1053829
2012,44,Rhode Island,1054893
2013,44,Rhode Island,1055560
2014,44,Rhode Island,1056511
2015,44,Rhode Island,1056886
2016,44,Rhode Island,1057816
2017,44,Rhode Island,1056554
2018,44,Rhode Island,1059338
2019,44,Rhode Island,1058158
2020,44,Rhode Island,1096345
2021,44,Rhode Island,1096985
2022,44,Rhode Island,1093734
1970,45,South Carolina,2590713
1971,45,South Carolina,2662270
1972,45,South Carolina,2719197
1973,45,South Carolina,2776606
1974,45,South Carolina,2844747
1975,45,South Carolina,2902028
1976,45,South Carolina,2943655
1977,45,South Carolina,2991683
1978,45,South Carolina,3044365
1979,45,South Carolina,3090266
1980,45,South Carolina,3121820
1981,45,South Carolina,3179255
1982,45,South Carolina,3207614
1983,45,South Carolina,3234066
1984,45,South Carolina,3271868
1985,45,South Carolina,3303209
1986,45,South Carolina,3342758
1987,45,South Carolina,3380506
1988,45,South Carolina,3412096
1989,45,South Carolina,3456775
1990,45,South Carolina,3499064
1991,45,South Carolina,3559470
1992,45,South Carolina,3600576
1993,45,South Carolina,3634507
1994,45,South Carolina,3666456
1995,45,South Carolina,3699943
1996,45,South Carolina,3738974
1997,45,South Carolina,3790066
1998,45,South Carolina,3839578
1999,45,South Carolina,3885736
2000,45,South Carolina,4024223
2001,45,South Carolina,4064995
2002,45,South Carolina,4107795
2003,45,South Carolina,4150297
2004,45,South Carolina,4210921
2005,45,South Carolina,4270150
2006,45,South Carolina,4357847
2007,45,South Carolina,4444110
2008,45,South Carolina,4528996
2009,45,South Carolina,4589872
2010,45,South Carolina,4635846
2011,45,South Carolina,4672655
2012,45,South Carolina,4719027
2013,45,South Carolina,4766469
2014,45,South Carolina,4826858
2015,45,South Carolina,4896006
2016,45,South Carolina,4963031
2017,45,South Carolina,5027102
2018,45,South Carolina,5091702
2019,45,South Carolina,5157702
2020,45,South Carolina,5131848
2021,45,South Carolina,5193266
2022,45,South Carolina,5282634
1970,46,South Dakota,666257
1971,46,South Dakota,671295
1972,46,South Dakota,677232
1973,46,South Dakota,678715
1974,46,South Dakota,679586
1975,46,South Dakota,681040
1976,46,South Dakota,686389
1977,46,South Dakota,688480
1978,46,South Dakota,688580
1979,46,South Dakota,688334
1980,46,South Dakota,690768
1981,46,South Dakota,689584
1982,46,South Dakota,690597
1983,46,South Dakota,693008
1984,46,South Dakota,697249
1985,46,South Dakota,698402
1986,46,South Dakota,696034
1987,46,South Dakota,696036
1988,46,South Dakota,698165
1989,46,South Dakota,696701
1990,46,South Dakota,696667
1991,46,South Dakota,701445
1992,46,South Dakota,708698
1993,46,South Dakota,716258
1994,46,South Dakota,723038
1995,46,South Dakota,728251
1996,46,South Dakota,730699
1997,46,South Dakota,730855
1998,46,South Dakota,730789
1999,46,South Dakota,733133
2000,46,South Dakota,755844
2001,46,South Dakota,757972
2002,46,South Dakota,760020
2003,46,South Dakota,763729
2004,46,South Dakota,770396
2005,46,South Dakota,775493
2006,46,South Dakota,783033
2007,46,South Dakota,791623
2008,46,South Dakota,799124
2009,46,South Dakota,807067
2010,46,South Dakota,816193
2011,46,South Dakota,823740
2012,46,South Dakota,833859
2013,46,South Dakota,842751
2014,46,South Dakota,849670
2015,46,South Dakota,854663
2016,46,South Dakota,863693
2017,46,South Dakota,873732
2018,46,South Dakota,879386
2019,46,South Dakota,887127
2020,46,South Dakota,887799
2021,46,South Dakota,896164
2022,46,South Dakota,909824
1970,47,Tennessee,3926018
1971,47,Tennessee,4013608
1972,47,Tennessee,4094609
1973,47,Tennessee,4147401
1974,47,Tennessee,4213507
1975,47,Tennessee,4275566
1976,47,Tennessee,4346929
1977,47,Tennessee,4422921
1978,47,Tennessee,4486313
1979,47,Tennessee,4560474
1980,47,Tennessee,4591120
1981,47,Tennessee,4627658
1982,47,Tennessee,4646041
1983,47,Tennessee,4659749
1984,47,Tennessee,4686737
1985,47,Tennessee,4715296
1986,47,Tennessee,4738708
1987,47,Tennessee,4782927
1988,47,Tennessee,4822437
1989,47,Tennessee,4854444
1990,47,Tennessee,4890626
1991,47,Tennessee,4946886
1992,47,Tennessee,5013999
1993,47,Tennessee,5085666
1994,47,Tennessee,5163016
1995,47,Tennessee,5241168
1996,47,Tennessee,5313576
1997,47,Tennessee,5378433
1998,47,Tennessee,5432679
1999,47,Tennessee,5483535
2000,47,Tennessee,5703719
2001,47,Tennessee,5750789
2002,47,Tennessee,5795918
2003,47,Tennessee,5847812
2004,47,Tennessee,5910809
2005,47,Tennessee,5991057
2006,47,Tennessee,6088766
2007,47,Tennessee,6175727
2008,47,Tennessee,6247411
2009,47,Tennessee,6306019
2010,47,Tennessee,6355518
2011,47,Tennessee,6400298
2012,47,Tennessee,6455752
2013,47,Tennessee,6496943
2014,47,Tennessee,6544617
2015,47,Tennessee,6595354
2016,47,Tennessee,6651277
2017,47,Tennessee,6714748
2018,47,Tennessee,6778180
2019,47,Tennessee,6830325
2020,47,Tennessee,6925619
2021,47,Tennessee,6968351
2022,47,Tennessee,7051339
1970,48,Texas,11198655
1971,48,Texas,11509848
1972,48,Texas,11759150
1973,48,Texas,12019545
1974,48,Texas,12268632
1975,48,Texas,12568845
1976,48,Texas,12904092
1977,48,Texas,13193055
1978,48,Texas,13500431
1979,48,Texas,13888373
1980,48,Texas,14229191
1981,48,Texas,14746318
1982,48,Texas,15331415
1983,48,Texas,15751676
1984,48,Texas,16007086
1985,48,Texas,16272734
1986,48,Texas,16561113
1987,48,Texas,16621791
1988,48,Texas,16667022
1989,48,Texas,16806735
1990,48,Texas,17044714
1991,48,Texas,17339904
1992,48,Texas,17650479
1993,48,Texas,17996764
1994,48,Texas,18338319
1995,48,Texas,18679706
1996,48,Texas,19006240
1997,48,Texas,19355427
1998,48,Texas,19712389
1999,48,Texas,20044141
2000,48,Texas,20944499
2001,48,Texas,21319622
2002,48,Texas,21690325
2003,48,Texas,22030931
2004,48,Texas,22394023
2005,48,Texas,22778123
2006,48,Texas,23359580
2007,48,Texas,23831983
2008,48,Texas,24309039
2009,48,Texas,24801761
2010,48,Texas,25241897
2011,48,Texas,25645504
2012,48,Texas,26084120
2013,48,Texas,26479646
2014,48,Texas,26963092
2015,48,Texas,27468531
2016,48,Texas,27914064
2017,48,Texas,28291024
2018,48,Texas,28624564
2019,48,Texas,28986794
2020,48,Texas,29232474
2021,48,Texas,29558864
2022,48,Texas,30029572
1970,49,Utah,1059273
1971,49,Utah,1101191
1972,49,Utah,1135450
1973,49,Utah,1170041
1974,49,Utah,1200471
1975,49,Utah,1236028
1976,49,Utah,1274928
1977,49,Utah,1319511
1978,49,Utah,1367512
1979,49,Utah,1420239
1980,49,Utah,1461037
1981,49,Utah,1515471
1982,49,Utah,1558314
1983,49,Utah,1594943
1984,49,Utah,1622342
1985,49,Utah,1642910
1986,49,Utah,1662834
1987,49,Utah,1678119
1988,49,Utah,1689372
1989,49,Utah,1705864
1990,49,Utah,1729722
1991,49,Utah,1771941
1992,49,Utah,1821498
1993,49,Utah,1875993
1994,49,Utah,1930436
1995,49,Utah,1976774
1996,49,Utah,2022253
1997,49,Utah,2065397
1998,49,Utah,2100562
1999,49,Utah,2129836
2000,49,Utah,2244502
2001,49,Utah,2283715
2002,49,Utah,2324815
2003,49,Utah,2360137
2004,49,Utah,2401580
2005,49,Utah,2457719
2006,49,Utah,2525507
2007,49,Utah,2597746
2008,49,Utah,2663029
2009,49,Utah,2723421
2010,49,Utah,2775413
2011,49,Utah,2814797
2012,49,Utah,2854146
2013,49,Utah,2898773
2014,49,Utah,2938327
2015,49,Utah,2983626
2016,49,Utah,3044241
2017,49,Utah,3103540
2018,49,Utah,3155153
2019,49,Utah,3203383
2020,49,Utah,3283785
2021,49,Utah,3339113
2022,49,Utah,3380800
1970,50,Vermont,444732
1971,50,Vermont,454315
1972,50,Vermont,463142
1973,50,Vermont,468429
1974,50,Vermont,473000
1975,50,Vermont,479713
1976,50,Vermont,484928
1977,50,Vermont,491929
1978,50,Vermont,498108
1979,50,Vermont,505372
1980,50,Vermont,511456
1981,50,Vermont,515594
1982,50,Vermont,519109
1983,50,Vermont,523302
1984,50,Vermont,526660
1985,50,Vermont,530035
1986,50,Vermont,534066
1987,50,Vermont,540267
1988,50,Vermont,549763
1989,50,Vermont,557707
1990,50,Vermont,564526
1991,50,Vermont,567141
1992,50,Vermont,570115
1993,50,Vermont,574004
1994,50,Vermont,578900
1995,50,Vermont,582827
1996,50,Vermont,586352
1997,50,Vermont,588665
1998,50,Vermont,590579
1999,50,Vermont,593740
2000,50,Vermont,609618
2001,50,Vermont,612223
2002,50,Vermont,615442
2003,50,Vermont,617858
2004,50,Vermont,619920
2005,50,Vermont,621215
2006,50,Vermont,622892
2007,50,Vermont,623481
2008,50,Vermont,624151
2009,50,Vermont,624817
2010,50,Vermont,625886
2011,50,Vermont,627197
2012,50,Vermont,626361
2013,50,Vermont,626603
2014,50,Vermont,625693
2015,50,Vermont,625810
2016,50,Vermont,624366
2017,50,Vermont,625132
2018,50,Vermont,624802
2019,50,Vermont,624046
2020,50,Vermont,642893
2021,50,Vermont,646972
2022,50,Vermont,647064
1970,51,Virginia,4651448
1971,51,Virginia,4750837
1972,51,Virginia,4824473
1973,51,Virginia,4901291
1974,51,Virginia,4971068
1975,51,Virginia,5047396
1976,51,Virginia,5121863
1977,51,Virginia,5193112
1978,51,Virginia,5270238
1979,51,Virginia,5307945
1980,51,Virginia,5346818
1981,51,Virginia,5444097
1982,51,Virginia,5492783
1983,51,Virginia,5564657
1984,51,Virginia,5643870
1985,51,Virginia,5715153
1986,51,Virginia,5811700
1987,51,Virginia,5932268
1988,51,Virginia,6036909
1989,51,Virginia,6120246
1990,51,Virginia,6213526
1991,51,Virginia,6283853
1992,51,Virginia,6383315
1993,51,Virginia,6464795
1994,51,Virginia,6536771
1995,51,Virginia,6601392
1996,51,Virginia,6665491
1997,51,Virginia,6732878
1998,51,Virginia,6789225
1999,51,Virginia,6872912
2000,51,Virginia,7105817
2001,51,Virginia,7198362
2002,51,Virginia,7286873
2003,51,Virginia,7366977
2004,51,Virginia,7475575
2005,51,Virginia,7577105
2006,51,Virginia,7673725
2007,51,Virginia,7751000
2008,51,Virginia,7833496
2009,51,Virginia,7925937
2010,51,Virginia,8024004
2011,51,Virginia,8102437
2012,51,Virginia,8187456
2013,51,Virginia,8255861
2014,51,Virginia,8315430
2015,51,Virginia,8367303
2016,51,Virginia,8417651
2017,51,Virginia,8471011
2018,51,Virginia,8510920
2019,51,Virginia,8556642
2020,51,Virginia,8636471
2021,51,Virginia,8657365
2022,51,Virginia,8683619
1970,53,Washington,3413244
1971,53,Washington,3447553
1972,53,Washington,3447885
1973,53,Washington,3478783
1974,53,Washington,3549947
1975,53,Washington,3621338
1976,53,Washington,3693610
1977,53,Washington,3776050
1978,53,Washington,3889073
1979,53,Washington,4017632
1980,53,Washington,4132156
1981,53,Washington,4235731
1982,53,Washington,4276552
1983,53,Washington,4300266
1984,53,Washington,4343656
1985,53,Washington,4400098
1986,53,Washington,4452720
1987,53,Washington,4531901
1988,53,Washington,4639893
1989,53,Washington,4746316
1990,53,Washington,4900780
1991,53,Washington,5013443
1992,53,Washington,5139011
1993,53,Washington,5247704
1994,53,Washington,5334896
1995,53,Washington,5431024
1996,53,Washington,5509963
1997,53,Washington,5604105
1998,53,Washington,5687832
1999,53,Washington,5756361
2000,53,Washington,5910512
2001,53,Washington,5985722
2002,53,Washington,6052349
2003,53,Washington,6104115
2004,53,Washington,6178645
2005,53,Washington,6257305
2006,53,Washington,6370753
2007,53,Washington,6461587
2008,53,Washington,6562231
2009,53,Washington,6667426
2010,53,Washington,6743009
2011,53,Washington,6827479
2012,53,Washington,6898599
2013,53,Washington,6966252
2014,53,Washington,7057531
2015,53,Washington,7167287
2016,53,Washington,7299961
2017,53,Washington,7427951
2018,53,Washington,7526793
2019,53,Washington,7614024
2020,53,Washington,7724031
2021,53,Washington,7740745
2022,53,Washington,7785786
1970,54,West Virginia,1744237
1971,54,West Virginia,1770658
1972,54,West Virginia,1797648
1973,54,West Virginia,1806361
1974,54,West Virginia,1815449
1975,54,West Virginia,1842250
1976,54,West Virginia,1879501
1977,54,West Virginia,1908088
1978,54,West Virginia,1923395
1979,54,West Virginia,1942146
1980,54,West Virginia,1949644
1981,54,West Virginia,1954124
1982,54,West Virginia,1949604
1983,54,West Virginia,1945061
1984,54,West Virginia,1927697
1985,54,West Virginia,1906831
1986,54,West Virginia,1882350
1987,54,West Virginia,1857585
1988,54,West Virginia,1830215
1989,54,West Virginia,1806568
1990,54,West Virginia,1792481
1991,54,West Virginia,1798212
1992,54,West Virginia,1805462
1993,54,West Virginia,1816179
1994,54,West Virginia,1818490
1995,54,West Virginia,1820560
1996,54,West Virginia,1818983
1997,54,West Virginia,1815588
1998,54,West Virginia,1811688
1999,54,West Virginia,1806928
2000,54,West Virginia,1807021
2001,54,West Virginia,1801481
2002,54,West Virginia,1805414
2003,54,West Virginia,1812295
2004,54,West Virginia,1816438
2005,54,West Virginia,1820492
2006,54,West Virginia,1827912
2007,54,West Virginia,1834052
2008,54,West Virginia,1840310
2009,54,West Virginia,1847775
2010,54,West Virginia,1854265
2011,54,West Virginia,1856606
2012,54,West Virginia,1857446
2013,54,West Virginia,1854768
2014,54,West Virginia,1850569
2015,54,West Virginia,1843332
2016,54,West Virginia,1832435
2017,54,West Virginia,1818683
2018,54,West Virginia,1805953
2019,54,West Virginia,1795263
2020,54,West Virginia,1791420
2021,54,West Virginia,1785526
2022,54,West Virginia,1775156
1970,55,Wisconsin,4417821
1971,55,Wisconsin,4462156
1972,55,Wisconsin,4502414
1973,55,Wisconsin,4524247
1974,55,Wisconsin,4545785
1975,55,Wisconsin,4578984
1976,55,Wisconsin,4595905
1977,55,Wisconsin,4626517
1978,55,Wisconsin,4646109
1979,55,Wisconsin,4682812
1980,55,Wisconsin,4705767
1981,55,Wisconsin,4726343
1982,55,Wisconsin,4728870
1983,55,Wisconsin,4721438
1984,55,Wisconsin,4735563
1985,55,Wisconsin,4747767
1986,55,Wisconsin,4755618
1987,55,Wisconsin,4777919
1988,55,Wisconsin,4822388
1989,55,Wisconsin,4856574
1990,55,Wisconsin,4902265
1991,55,Wisconsin,4952675
1992,55,Wisconsin,5004636
1993,55,Wisconsin,5055318
1994,55,Wisconsin,5095504
1995,55,Wisconsin,5137004
1996,55,Wisconsin,5173828
1997,55,Wisconsin,5200235
1998,55,Wisconsin,5222124
1999,55,Wisconsin,5250446
2000,55,Wisconsin,5373999
2001,55,Wisconsin,5406835
2002,55,Wisconsin,5445162
2003,55,Wisconsin,5479203
2004,55,Wisconsin,5514026
2005,55,Wisconsin,5546166
2006,55,Wisconsin,5577655
2007,55,Wisconsin,5610775
2008,55,Wisconsin,5640996
2009,55,Wisconsin,5669264
2010,55,Wisconsin,5690538
2011,55,Wisconsin,5705840
2012,55,Wisconsin,5720825
2013,55,Wisconsin,5738012
2014,55,Wisconsin,5753199
2015,55,Wisconsin,5762927
2016,55,Wisconsin,5775170
2017,55,Wisconsin,5793147
2018,55,Wisconsin,5809319
2019,55,Wisconsin,5824581
2020,55,Wisconsin,5896271
2021,55,Wisconsin,5880101
2022,55,Wisconsin,5892539
1970,56,Wyoming,332416
1971,56,Wyoming,340281
1972,56,Wyoming,347346
1973,56,Wyoming,354058
1974,56,Wyoming,365501
1975,56,Wyoming,381696
1976,56,Wyoming,396952
1977,56,Wyoming,413353
1978,56,Wyoming,432877
1979,56,Wyoming,454378
1980,56,Wyoming,469557
1981,56,Wyoming,491712
1982,56,Wyoming,506400
1983,56,Wyoming,510345
1984,56,Wyoming,504896
1985,56,Wyoming,499695
1986,56,Wyoming,495633
1987,56,Wyoming,476965
1988,56,Wyoming,465101
1989,56,Wyoming,458374
1990,56,Wyoming,453401
1991,56,Wyoming,457739
1992,56,Wyoming,463491
1993,56,Wyoming,469033
1994,56,Wyoming,474982
1995,56,Wyoming,478447
1996,56,Wyoming,480085
1997,56,Wyoming,480031
1998,56,Wyoming,480045
1999,56,Wyoming,479602
2000,56,Wyoming,494300
2001,56,Wyoming,494657
2002,56,Wyoming,500017
2003,56,Wyoming,503453
2004,56,Wyoming,509106
2005,56,Wyoming,514157
2006,56,Wyoming,522667
2007,56,Wyoming,534876
2008,56,Wyoming,546043
2009,56,Wyoming,559851
2010,56,Wyoming,564531
2011,56,Wyoming,567491
2012,56,Wyoming,576656
2013,56,Wyoming,582620
2014,56,Wyoming,583159
2015,56,Wyoming,586389
2016,56,Wyoming,585243
2017,56,Wyoming,579994
2018,56,Wyoming,579054
2019,56,Wyoming,580116
2020,56,Wyoming,577605
2021,56,Wyoming,579483
2022,56,Wyoming,581381
